ID_Orden,ID_Equipo,Fecha,Tipo_Mantenimiento,Costo_Mantenimiento,Duracion_Horas,Ubicacion,Tipo_Equipo,Fabricante,Modelo,Potencia_kW,Horas_Recomendadas_Revision,ID_Registro,Temperatura_C,Vibracion_mm_s,Horas_Operativas,Tiempo_Hasta_Fallo,Impacto_Temp_Vibracion
8046,343,2020-12-01 05:00:00,Preventivo,8291.38,24,Planta Norte,Motor,Siemens,M400,3706,3434,,122.97,3.5949999999999998,50710.0,323.0,442.07714999999996
8222,343,2020-12-08 13:00:00,Preventivo,7937.16,14,Planta Norte,Motor,Siemens,M400,3706,3434,,122.97,3.5949999999999998,50710.0,176.0,442.07714999999996
8244,343,2020-12-09 11:00:00,Correctivo,9205.29,39,Planta Norte,Motor,Siemens,M400,3706,3434,,122.97,3.5949999999999998,50710.0,22.0,442.07714999999996
8435,343,2020-12-17 10:00:00,Correctivo,4551.56,42,Planta Sur,Motor,Siemens,M400,3706,3434,,122.97,3.5949999999999998,50710.0,191.0,442.07714999999996
8721,343,2020-12-29 08:00:00,Correctivo,4424.98,6,Planta Sur,Motor,Siemens,M400,3706,3434,,122.97,3.5949999999999998,50710.0,286.0,442.07714999999996
8748,343,2020-12-30 11:00:00,Preventivo,4205.89,17,Planta Norte,Motor,Siemens,M400,3706,3434,,122.97,3.5949999999999998,50710.0,27.0,442.07714999999996
8825,343,2021-01-02 16:00:00,Correctivo,4406.67,37,Planta Sur,Motor,Siemens,M400,3706,3434,,122.97,3.5949999999999998,50710.0,77.0,442.07714999999996
8929,343,2021-01-07 00:00:00,Correctivo,8678.86,16,Planta Sur,Motor,Siemens,M400,3706,3434,,122.97,3.5949999999999998,50710.0,104.0,442.07714999999996
9406,343,2021-01-26 21:00:00,Preventivo,1175.01,4,Planta Norte,Motor,Siemens,M400,3706,3434,,122.97,3.5949999999999998,50710.0,477.0,442.07714999999996
9787,343,2021-02-11 18:00:00,Preventivo,2123.12,15,Planta Oeste,Motor,Siemens,M400,3706,3434,,122.97,3.5949999999999998,50710.0,381.0,442.07714999999996
288,344,2020-01-12 23:00:00,Correctivo,1004.06,41,Planta Norte,Compresor,GE,Z300,3584,666,,122.97,3.5949999999999998,50710.0,,442.07714999999996
842,344,2020-02-05 01:00:00,Correctivo,2954.47,27,Planta Este,Compresor,GE,Z300,3584,666,,122.97,3.5949999999999998,50710.0,554.0,442.07714999999996
861,344,2020-02-05 20:00:00,Preventivo,7735.5,44,Planta Sur,Compresor,GE,Z300,3584,666,,122.97,3.5949999999999998,50710.0,19.0,442.07714999999996
921,344,2020-02-08 08:00:00,Correctivo,610.71,9,Planta Este,Compresor,GE,Z300,3584,666,,122.97,3.5949999999999998,50710.0,60.0,442.07714999999996
1349,344,2020-02-26 04:00:00,Correctivo,4939.03,12,Planta Oeste,Compresor,GE,Z300,3584,666,,122.97,3.5949999999999998,50710.0,428.0,442.07714999999996
1353,344,2020-02-26 08:00:00,Correctivo,6119.36,36,Planta Norte,Compresor,GE,Z300,3584,666,,122.97,3.5949999999999998,50710.0,4.0,442.07714999999996
1504,344,2020-03-03 15:00:00,Preventivo,9438.39,24,Planta Sur,Compresor,GE,Z300,3584,666,,122.97,3.5949999999999998,50710.0,151.0,442.07714999999996
1530,344,2020-03-04 17:00:00,Correctivo,8427.55,42,Planta Este,Compresor,GE,Z300,3584,666,,122.97,3.5949999999999998,50710.0,26.0,442.07714999999996
1572,344,2020-03-06 11:00:00,Preventivo,6766.08,14,Planta Norte,Compresor,GE,Z300,3584,666,,122.97,3.5949999999999998,50710.0,42.0,442.07714999999996
1622,344,2020-03-08 13:00:00,Correctivo,8491.17,31,Planta Este,Compresor,GE,Z300,3584,666,,122.97,3.5949999999999998,50710.0,50.0,442.07714999999996
2424,344,2020-04-10 23:00:00,Correctivo,7989.68,29,Planta Este,Compresor,GE,Z300,3584,666,,122.97,3.5949999999999998,50710.0,802.0,442.07714999999996
3794,344,2020-06-07 01:00:00,Preventivo,7883.15,44,Planta Este,Compresor,GE,Z300,3584,666,,122.97,3.5949999999999998,50710.0,1370.0,442.07714999999996
3895,344,2020-06-11 06:00:00,Preventivo,3086.33,18,Planta Norte,Compresor,GE,Z300,3584,666,,122.97,3.5949999999999998,50710.0,101.0,442.07714999999996
4062,344,2020-06-18 05:00:00,Preventivo,2569.02,28,Planta Este,Compresor,GE,Z300,3584,666,,122.97,3.5949999999999998,50710.0,167.0,442.07714999999996
4324,344,2020-06-29 03:00:00,Preventivo,8998.67,47,Planta Norte,Compresor,GE,Z300,3584,666,,122.97,3.5949999999999998,50710.0,262.0,442.07714999999996
4502,344,2020-07-06 13:00:00,Preventivo,9815.07,39,Planta Norte,Compresor,GE,Z300,3584,666,,122.97,3.5949999999999998,50710.0,178.0,442.07714999999996
4616,344,2020-07-11 07:00:00,Preventivo,5858.04,29,Planta Oeste,Compresor,GE,Z300,3584,666,,122.97,3.5949999999999998,50710.0,114.0,442.07714999999996
6029,344,2020-09-08 04:00:00,Correctivo,1272.34,4,Planta Oeste,Compresor,GE,Z300,3584,666,,122.97,3.5949999999999998,50710.0,1413.0,442.07714999999996
6129,344,2020-09-12 08:00:00,Correctivo,5984.16,26,Planta Oeste,Compresor,GE,Z300,3584,666,,122.97,3.5949999999999998,50710.0,100.0,442.07714999999996
6285,344,2020-09-18 20:00:00,Preventivo,5295.01,32,Planta Norte,Compresor,GE,Z300,3584,666,,122.97,3.5949999999999998,50710.0,156.0,442.07714999999996
7014,344,2020-10-19 05:00:00,Preventivo,3231.01,30,Planta Este,Compresor,GE,Z300,3584,666,,122.97,3.5949999999999998,50710.0,729.0,442.07714999999996
7549,344,2020-11-10 12:00:00,Correctivo,9393.15,11,Planta Este,Compresor,GE,Z300,3584,666,,122.97,3.5949999999999998,50710.0,535.0,442.07714999999996
7693,344,2020-11-16 12:00:00,Preventivo,1226.42,47,Planta Este,Compresor,GE,Z300,3584,666,,122.97,3.5949999999999998,50710.0,144.0,442.07714999999996
7883,344,2020-11-24 10:00:00,Correctivo,1533.43,22,Planta Sur,Compresor,GE,Z300,3584,666,,122.97,3.5949999999999998,50710.0,190.0,442.07714999999996
8719,344,2020-12-29 06:00:00,Correctivo,8861.55,27,Planta Sur,Compresor,GE,Z300,3584,666,,122.97,3.5949999999999998,50710.0,836.0,442.07714999999996
9368,344,2021-01-25 07:00:00,Correctivo,4620.03,16,Planta Norte,Compresor,GE,Z300,3584,666,,122.97,3.5949999999999998,50710.0,649.0,442.07714999999996
886,345,2020-02-06 21:00:00,Correctivo,8738.57,8,Planta Este,Compresor,GE,Z300,1780,858,,122.97,3.5949999999999998,50710.0,,442.07714999999996
1668,345,2020-03-10 11:00:00,Correctivo,8052.31,23,Planta Este,Compresor,GE,Z300,1780,858,,122.97,3.5949999999999998,50710.0,782.0,442.07714999999996
1762,345,2020-03-14 09:00:00,Preventivo,8229.9,18,Planta Sur,Compresor,GE,Z300,1780,858,,122.97,3.5949999999999998,50710.0,94.0,442.07714999999996
2223,345,2020-04-02 14:00:00,Preventivo,5398.4,40,Planta Este,Compresor,GE,Z300,1780,858,,122.97,3.5949999999999998,50710.0,461.0,442.07714999999996
2375,345,2020-04-08 22:00:00,Preventivo,2665.19,18,Planta Sur,Compresor,GE,Z300,1780,858,,122.97,3.5949999999999998,50710.0,152.0,442.07714999999996
2537,345,2020-04-15 16:00:00,Preventivo,6415.73,46,Planta Oeste,Compresor,GE,Z300,1780,858,,122.97,3.5949999999999998,50710.0,162.0,442.07714999999996
3349,345,2020-05-19 12:00:00,Preventivo,1999.97,22,Planta Este,Compresor,GE,Z300,1780,858,,122.97,3.5949999999999998,50710.0,812.0,442.07714999999996
3465,345,2020-05-24 08:00:00,Preventivo,3337.42,24,Planta Oeste,Compresor,GE,Z300,1780,858,,122.97,3.5949999999999998,50710.0,116.0,442.07714999999996
3643,345,2020-05-31 18:00:00,Preventivo,6858.13,21,Planta Oeste,Compresor,GE,Z300,1780,858,,122.97,3.5949999999999998,50710.0,178.0,442.07714999999996
3852,345,2020-06-09 11:00:00,Preventivo,9464.62,22,Planta Sur,Compresor,GE,Z300,1780,858,,122.97,3.5949999999999998,50710.0,209.0,442.07714999999996
5283,345,2020-08-08 02:00:00,Preventivo,7461.82,8,Planta Norte,Compresor,GE,Z300,1780,858,,122.97,3.5949999999999998,50710.0,1431.0,442.07714999999996
5304,345,2020-08-08 23:00:00,Correctivo,5304.02,20,Planta Este,Compresor,GE,Z300,1780,858,,122.97,3.5949999999999998,50710.0,21.0,442.07714999999996
5402,345,2020-08-13 01:00:00,Correctivo,4918.395,4,Planta Norte,Compresor,GE,Z300,1780,858,,122.97,3.5949999999999998,50710.0,98.0,442.07714999999996
5892,345,2020-09-02 11:00:00,Preventivo,1808.36,35,Planta Norte,Compresor,GE,Z300,1780,858,,122.97,3.5949999999999998,50710.0,490.0,442.07714999999996
6720,345,2020-10-06 23:00:00,Correctivo,9025.01,11,Planta Oeste,Compresor,GE,Z300,1780,858,,122.97,3.5949999999999998,50710.0,828.0,442.07714999999996
6868,345,2020-10-13 03:00:00,Correctivo,2168.05,31,Planta Sur,Compresor,GE,Z300,1780,858,,122.97,3.5949999999999998,50710.0,148.0,442.07714999999996
7037,345,2020-10-20 04:00:00,Correctivo,1921.8,7,Planta Sur,Compresor,GE,Z300,1780,858,,122.97,3.5949999999999998,50710.0,169.0,442.07714999999996
8408,345,2020-12-16 07:00:00,Correctivo,4843.35,44,Planta Oeste,Compresor,GE,Z300,1780,858,,122.97,3.5949999999999998,50710.0,1371.0,442.07714999999996
8556,345,2020-12-22 11:00:00,Preventivo,236.23,26,Planta Norte,Compresor,GE,Z300,1780,858,,122.97,3.5949999999999998,50710.0,148.0,442.07714999999996
8958,345,2021-01-08 05:00:00,Preventivo,454.97,4,Planta Norte,Compresor,GE,Z300,1780,858,,122.97,3.5949999999999998,50710.0,402.0,442.07714999999996
475,346,2020-01-20 18:00:00,Correctivo,8037.94,23,Planta Este,Generador,Siemens,Y200,2975,3291,,122.97,3.5949999999999998,50710.0,,442.07714999999996
1293,346,2020-02-23 20:00:00,Correctivo,773.19,18,Planta Sur,Generador,Siemens,Y200,2975,3291,,122.97,3.5949999999999998,50710.0,818.0,442.07714999999996
2176,346,2020-03-31 15:00:00,Preventivo,3395.14,39,Planta Sur,Generador,Siemens,Y200,2975,3291,,122.97,3.5949999999999998,50710.0,883.0,442.07714999999996
2324,346,2020-04-06 19:00:00,Preventivo,738.14,41,Planta Este,Generador,Siemens,Y200,2975,3291,,122.97,3.5949999999999998,50710.0,148.0,442.07714999999996
2607,346,2020-04-18 14:00:00,Correctivo,9135.37,21,Planta Norte,Generador,Siemens,Y200,2975,3291,,122.97,3.5949999999999998,50710.0,283.0,442.07714999999996
3291,346,2020-05-17 02:00:00,Preventivo,9121.77,18,Planta Sur,Generador,Siemens,Y200,2975,3291,,122.97,3.5949999999999998,50710.0,684.0,442.07714999999996
4788,346,2020-07-18 11:00:00,Correctivo,5632.08,4,Planta Sur,Generador,Siemens,Y200,2975,3291,,122.97,3.5949999999999998,50710.0,1497.0,442.07714999999996
4794,346,2020-07-18 17:00:00,Correctivo,9515.9,23,Planta Norte,Generador,Siemens,Y200,2975,3291,,122.97,3.5949999999999998,50710.0,6.0,442.07714999999996
5294,346,2020-08-08 13:00:00,Correctivo,4499.57,47,Planta Sur,Generador,Siemens,Y200,2975,3291,,122.97,3.5949999999999998,50710.0,500.0,442.07714999999996
5500,346,2020-08-17 03:00:00,Correctivo,377.06,33,Planta Norte,Generador,Siemens,Y200,2975,3291,,122.97,3.5949999999999998,50710.0,206.0,442.07714999999996
5601,346,2020-08-21 08:00:00,Preventivo,6266.16,4,Planta Sur,Generador,Siemens,Y200,2975,3291,,122.97,3.5949999999999998,50710.0,101.0,442.07714999999996
6111,346,2020-09-11 14:00:00,Correctivo,5329.0,33,Planta Norte,Generador,Siemens,Y200,2975,3291,,122.97,3.5949999999999998,50710.0,510.0,442.07714999999996
6476,346,2020-09-26 19:00:00,Preventivo,9253.75,16,Planta Norte,Generador,Siemens,Y200,2975,3291,,122.97,3.5949999999999998,50710.0,365.0,442.07714999999996
6704,346,2020-10-06 07:00:00,Preventivo,7162.46,41,Planta Este,Generador,Siemens,Y200,2975,3291,,122.97,3.5949999999999998,50710.0,228.0,442.07714999999996
8086,346,2020-12-02 21:00:00,Preventivo,9959.52,40,Planta Este,Generador,Siemens,Y200,2975,3291,,122.97,3.5949999999999998,50710.0,1382.0,442.07714999999996
8480,346,2020-12-19 07:00:00,Correctivo,7227.41,24,Planta Sur,Generador,Siemens,Y200,2975,3291,,122.97,3.5949999999999998,50710.0,394.0,442.07714999999996
8793,346,2021-01-01 08:00:00,Preventivo,8586.03,32,Planta Oeste,Generador,Siemens,Y200,2975,3291,,122.97,3.5949999999999998,50710.0,313.0,442.07714999999996
1012,347,2020-02-12 03:00:00,Correctivo,7693.92,29,Planta Norte,Compresor,ABB,Y200,1642,3922,,122.97,3.5949999999999998,50710.0,,442.07714999999996
1178,347,2020-02-19 01:00:00,Correctivo,6941.32,7,Planta Este,Compresor,ABB,Y200,1642,3922,,122.97,3.5949999999999998,50710.0,166.0,442.07714999999996
1277,347,2020-02-23 04:00:00,Preventivo,4391.18,15,Planta Oeste,Compresor,ABB,Y200,1642,3922,,122.97,3.5949999999999998,50710.0,99.0,442.07714999999996
1886,347,2020-03-19 13:00:00,Correctivo,6707.79,20,Planta Sur,Compresor,ABB,Y200,1642,3922,,122.97,3.5949999999999998,50710.0,609.0,442.07714999999996
2307,347,2020-04-06 02:00:00,Preventivo,3089.61,47,Planta Este,Compresor,ABB,Y200,1642,3922,,122.97,3.5949999999999998,50710.0,421.0,442.07714999999996
3783,347,2020-06-06 14:00:00,Correctivo,6727.46,32,Planta Sur,Compresor,ABB,Y200,1642,3922,,122.97,3.5949999999999998,50710.0,1476.0,442.07714999999996
3792,347,2020-06-06 23:00:00,Preventivo,9289.59,28,Planta Oeste,Compresor,ABB,Y200,1642,3922,,122.97,3.5949999999999998,50710.0,9.0,442.07714999999996
4526,347,2020-07-07 13:00:00,Correctivo,4585.89,6,Planta Este,Compresor,ABB,Y200,1642,3922,,122.97,3.5949999999999998,50710.0,734.0,442.07714999999996
4690,347,2020-07-14 09:00:00,Correctivo,9621.31,9,Planta Este,Compresor,ABB,Y200,1642,3922,,122.97,3.5949999999999998,50710.0,164.0,442.07714999999996
5255,347,2020-08-06 22:00:00,Preventivo,7496.88,28,Planta Este,Compresor,ABB,Y200,1642,3922,,122.97,3.5949999999999998,50710.0,565.0,442.07714999999996
5312,347,2020-08-09 07:00:00,Preventivo,7534.91,21,Planta Norte,Compresor,ABB,Y200,1642,3922,,122.97,3.5949999999999998,50710.0,57.0,442.07714999999996
5624,347,2020-08-22 07:00:00,Correctivo,112.16,25,Planta Norte,Compresor,ABB,Y200,1642,3922,,122.97,3.5949999999999998,50710.0,312.0,442.07714999999996
5826,347,2020-08-30 17:00:00,Preventivo,2983.82,21,Planta Sur,Compresor,ABB,Y200,1642,3922,,122.97,3.5949999999999998,50710.0,202.0,442.07714999999996
6243,347,2020-09-17 02:00:00,Preventivo,4250.4,20,Planta Sur,Compresor,ABB,Y200,1642,3922,,122.97,3.5949999999999998,50710.0,417.0,442.07714999999996
7232,347,2020-10-28 07:00:00,Preventivo,1863.33,46,Planta Sur,Compresor,ABB,Y200,1642,3922,,122.97,3.5949999999999998,50710.0,989.0,442.07714999999996
7370,347,2020-11-03 01:00:00,Preventivo,9338.19,7,Planta Norte,Compresor,ABB,Y200,1642,3922,,122.97,3.5949999999999998,50710.0,138.0,442.07714999999996
8469,347,2020-12-18 20:00:00,Correctivo,7990.59,38,Planta Oeste,Compresor,ABB,Y200,1642,3922,,122.97,3.5949999999999998,50710.0,1099.0,442.07714999999996
1229,348,2020-02-21 04:00:00,Preventivo,4918.395,15,Planta Este,Compresor,Siemens,Y200,257,8826,,122.97,3.5949999999999998,50710.0,,442.07714999999996
1711,348,2020-03-12 06:00:00,Preventivo,2360.99,20,Planta Norte,Compresor,Siemens,Y200,257,8826,,122.97,3.5949999999999998,50710.0,482.0,442.07714999999996
2000,348,2020-03-24 07:00:00,Correctivo,8970.19,35,Planta Norte,Compresor,Siemens,Y200,257,8826,,122.97,3.5949999999999998,50710.0,289.0,442.07714999999996
2802,348,2020-04-26 17:00:00,Correctivo,348.29,33,Planta Oeste,Compresor,Siemens,Y200,257,8826,,122.97,3.5949999999999998,50710.0,802.0,442.07714999999996
2818,348,2020-04-27 09:00:00,Correctivo,9676.65,38,Planta Este,Compresor,Siemens,Y200,257,8826,,122.97,3.5949999999999998,50710.0,16.0,442.07714999999996
2821,348,2020-04-27 12:00:00,Preventivo,4712.73,9,Planta Sur,Compresor,Siemens,Y200,257,8826,,122.97,3.5949999999999998,50710.0,3.0,442.07714999999996
3442,348,2020-05-23 09:00:00,Correctivo,2824.8,11,Planta Sur,Compresor,Siemens,Y200,257,8826,,122.97,3.5949999999999998,50710.0,621.0,442.07714999999996
3617,348,2020-05-30 16:00:00,Preventivo,624.33,34,Planta Sur,Compresor,Siemens,Y200,257,8826,,122.97,3.5949999999999998,50710.0,175.0,442.07714999999996
3994,348,2020-06-15 09:00:00,Preventivo,668.13,1,Planta Norte,Compresor,Siemens,Y200,257,8826,,122.97,3.5949999999999998,50710.0,377.0,442.07714999999996
4119,348,2020-06-20 14:00:00,Correctivo,3559.91,22,Planta Oeste,Compresor,Siemens,Y200,257,8826,,122.97,3.5949999999999998,50710.0,125.0,442.07714999999996
4425,348,2020-07-03 08:00:00,Correctivo,9642.19,15,Planta Este,Compresor,Siemens,Y200,257,8826,,122.97,3.5949999999999998,50710.0,306.0,442.07714999999996
4482,348,2020-07-05 17:00:00,Preventivo,3544.62,22,Planta Este,Compresor,Siemens,Y200,257,8826,,122.97,3.5949999999999998,50710.0,57.0,442.07714999999996
4832,348,2020-07-20 07:00:00,Correctivo,7745.85,37,Planta Norte,Compresor,Siemens,Y200,257,8826,,122.97,3.5949999999999998,50710.0,350.0,442.07714999999996
4996,348,2020-07-27 03:00:00,Correctivo,5666.1,8,Planta Norte,Compresor,Siemens,Y200,257,8826,,122.97,3.5949999999999998,50710.0,164.0,442.07714999999996
5260,348,2020-08-07 03:00:00,Preventivo,2606.53,3,Planta Oeste,Compresor,Siemens,Y200,257,8826,,122.97,3.5949999999999998,50710.0,264.0,442.07714999999996
5331,348,2020-08-10 02:00:00,Preventivo,1417.35,19,Planta Oeste,Compresor,Siemens,Y200,257,8826,,122.97,3.5949999999999998,50710.0,71.0,442.07714999999996
6422,348,2020-09-24 13:00:00,Preventivo,8582.87,18,Planta Este,Compresor,Siemens,Y200,257,8826,,122.97,3.5949999999999998,50710.0,1091.0,442.07714999999996
7136,348,2020-10-24 07:00:00,Correctivo,4489.37,12,Planta Sur,Compresor,Siemens,Y200,257,8826,,122.97,3.5949999999999998,50710.0,714.0,442.07714999999996
7785,348,2020-11-20 08:00:00,Correctivo,2998.24,16,Planta Sur,Compresor,Siemens,Y200,257,8826,,122.97,3.5949999999999998,50710.0,649.0,442.07714999999996
7843,348,2020-11-22 18:00:00,Correctivo,8856.22,20,Planta Oeste,Compresor,Siemens,Y200,257,8826,,122.97,3.5949999999999998,50710.0,58.0,442.07714999999996
8430,348,2020-12-17 05:00:00,Preventivo,2065.05,45,Planta Oeste,Compresor,Siemens,Y200,257,8826,,122.97,3.5949999999999998,50710.0,587.0,442.07714999999996
9054,348,2021-01-12 05:00:00,Preventivo,5116.1,32,Planta Norte,Compresor,Siemens,Y200,257,8826,,122.97,3.5949999999999998,50710.0,624.0,442.07714999999996
9352,348,2021-01-24 15:00:00,Correctivo,3908.17,30,Planta Oeste,Compresor,Siemens,Y200,257,8826,,122.97,3.5949999999999998,50710.0,298.0,442.07714999999996
9560,348,2021-02-02 07:00:00,Correctivo,4257.24,39,Planta Oeste,Compresor,Siemens,Y200,257,8826,,122.97,3.5949999999999998,50710.0,208.0,442.07714999999996
9597,348,2021-02-03 20:00:00,Preventivo,9964.98,41,Planta Oeste,Compresor,Siemens,Y200,257,8826,,122.97,3.5949999999999998,50710.0,37.0,442.07714999999996
251,349,2020-01-11 10:00:00,Correctivo,2064.02,37,Planta Sur,Motor,Schneider,Z300,3360,6980,,122.97,3.5949999999999998,50710.0,,442.07714999999996
681,349,2020-01-29 08:00:00,Correctivo,7079.94,9,Planta Este,Motor,Schneider,Z300,3360,6980,,122.97,3.5949999999999998,50710.0,430.0,442.07714999999996
872,349,2020-02-06 07:00:00,Preventivo,9823.71,44,Planta Este,Motor,Schneider,Z300,3360,6980,,122.97,3.5949999999999998,50710.0,191.0,442.07714999999996
912,349,2020-02-07 23:00:00,Correctivo,1845.16,41,Planta Sur,Motor,Schneider,Z300,3360,6980,,122.97,3.5949999999999998,50710.0,40.0,442.07714999999996
1523,349,2020-03-04 10:00:00,Preventivo,7442.16,4,Planta Norte,Motor,Schneider,Z300,3360,6980,,122.97,3.5949999999999998,50710.0,611.0,442.07714999999996
1540,349,2020-03-05 03:00:00,Preventivo,4807.44,28,Planta Oeste,Motor,Schneider,Z300,3360,6980,,122.97,3.5949999999999998,50710.0,17.0,442.07714999999996
1714,349,2020-03-12 09:00:00,Preventivo,2005.66,17,Planta Oeste,Motor,Schneider,Z300,3360,6980,,122.97,3.5949999999999998,50710.0,174.0,442.07714999999996
2174,349,2020-03-31 13:00:00,Preventivo,4894.3,42,Planta Oeste,Motor,Schneider,Z300,3360,6980,,122.97,3.5949999999999998,50710.0,460.0,442.07714999999996
3426,349,2020-05-22 17:00:00,Preventivo,823.8,6,Planta Oeste,Motor,Schneider,Z300,3360,6980,,122.97,3.5949999999999998,50710.0,1252.0,442.07714999999996
3977,349,2020-06-14 16:00:00,Preventivo,8174.86,5,Planta Sur,Motor,Schneider,Z300,3360,6980,,122.97,3.5949999999999998,50710.0,551.0,442.07714999999996
5413,349,2020-08-13 12:00:00,Correctivo,2887.63,1,Planta Norte,Motor,Schneider,Z300,3360,6980,,122.97,3.5949999999999998,50710.0,1436.0,442.07714999999996
5860,349,2020-09-01 03:00:00,Preventivo,9991.56,4,Planta Sur,Motor,Schneider,Z300,3360,6980,,122.97,3.5949999999999998,50710.0,447.0,442.07714999999996
5994,349,2020-09-06 17:00:00,Preventivo,5095.7,39,Planta Norte,Motor,Schneider,Z300,3360,6980,,122.97,3.5949999999999998,50710.0,134.0,442.07714999999996
6015,349,2020-09-07 14:00:00,Correctivo,5500.78,26,Planta Oeste,Motor,Schneider,Z300,3360,6980,,122.97,3.5949999999999998,50710.0,21.0,442.07714999999996
6788,349,2020-10-09 19:00:00,Correctivo,9063.73,44,Planta Norte,Motor,Schneider,Z300,3360,6980,,122.97,3.5949999999999998,50710.0,773.0,442.07714999999996
7936,349,2020-11-26 15:00:00,Preventivo,4796.32,31,Planta Norte,Motor,Schneider,Z300,3360,6980,,122.97,3.5949999999999998,50710.0,1148.0,442.07714999999996
8524,349,2020-12-21 03:00:00,Correctivo,653.64,19,Planta Este,Motor,Schneider,Z300,3360,6980,,122.97,3.5949999999999998,50710.0,588.0,442.07714999999996
9376,349,2021-01-25 15:00:00,Correctivo,9118.09,15,Planta Norte,Motor,Schneider,Z300,3360,6980,,122.97,3.5949999999999998,50710.0,852.0,442.07714999999996
9853,349,2021-02-14 12:00:00,Preventivo,1590.08,36,Planta Este,Motor,Schneider,Z300,3360,6980,,122.97,3.5949999999999998,50710.0,477.0,442.07714999999996
425,350,2020-01-18 16:00:00,Preventivo,4954.78,46,Planta Sur,Transformador,GE,Y200,2468,525,,122.97,3.5949999999999998,50710.0,,442.07714999999996
1025,350,2020-02-12 16:00:00,Preventivo,4507.96,14,Planta Sur,Transformador,GE,Y200,2468,525,,122.97,3.5949999999999998,50710.0,600.0,442.07714999999996
1261,350,2020-02-22 12:00:00,Correctivo,3420.38,12,Planta Norte,Transformador,GE,Y200,2468,525,,122.97,3.5949999999999998,50710.0,236.0,442.07714999999996
1367,350,2020-02-26 22:00:00,Correctivo,227.16,11,Planta Sur,Transformador,GE,Y200,2468,525,,122.97,3.5949999999999998,50710.0,106.0,442.07714999999996
2160,350,2020-03-30 23:00:00,Correctivo,327.49,36,Planta Este,Transformador,GE,Y200,2468,525,,122.97,3.5949999999999998,50710.0,793.0,442.07714999999996
2293,350,2020-04-05 12:00:00,Correctivo,8321.92,17,Planta Sur,Transformador,GE,Y200,2468,525,,122.97,3.5949999999999998,50710.0,133.0,442.07714999999996
2811,350,2020-04-27 02:00:00,Correctivo,2994.92,12,Planta Norte,Transformador,GE,Y200,2468,525,,122.97,3.5949999999999998,50710.0,518.0,442.07714999999996
3548,350,2020-05-27 19:00:00,Correctivo,2281.76,29,Planta Este,Transformador,GE,Y200,2468,525,,122.97,3.5949999999999998,50710.0,737.0,442.07714999999996
3894,350,2020-06-11 05:00:00,Correctivo,1369.66,19,Planta Oeste,Transformador,GE,Y200,2468,525,,122.97,3.5949999999999998,50710.0,346.0,442.07714999999996
4399,350,2020-07-02 06:00:00,Preventivo,4467.5,13,Planta Oeste,Transformador,GE,Y200,2468,525,,122.97,3.5949999999999998,50710.0,505.0,442.07714999999996
4673,350,2020-07-13 16:00:00,Correctivo,2457.89,14,Planta Este,Transformador,GE,Y200,2468,525,,122.97,3.5949999999999998,50710.0,274.0,442.07714999999996
5185,350,2020-08-04 00:00:00,Preventivo,955.36,44,Planta Sur,Transformador,GE,Y200,2468,525,,122.97,3.5949999999999998,50710.0,512.0,442.07714999999996
5212,350,2020-08-05 03:00:00,Correctivo,1939.01,17,Planta Este,Transformador,GE,Y200,2468,525,,122.97,3.5949999999999998,50710.0,27.0,442.07714999999996
5375,350,2020-08-11 22:00:00,Correctivo,9732.52,32,Planta Este,Transformador,GE,Y200,2468,525,,122.97,3.5949999999999998,50710.0,163.0,442.07714999999996
5449,350,2020-08-15 00:00:00,Preventivo,6593.86,40,Planta Oeste,Transformador,GE,Y200,2468,525,,122.97,3.5949999999999998,50710.0,74.0,442.07714999999996
6167,350,2020-09-13 22:00:00,Correctivo,1567.15,19,Planta Oeste,Transformador,GE,Y200,2468,525,,122.97,3.5949999999999998,50710.0,718.0,442.07714999999996
8109,350,2020-12-03 20:00:00,Preventivo,9714.87,16,Planta Este,Transformador,GE,Y200,2468,525,,122.97,3.5949999999999998,50710.0,1942.0,442.07714999999996
286,351,2020-01-12 21:00:00,Correctivo,8326.95,19,Planta Sur,Motor,GE,Z300,1847,6908,,122.97,3.5949999999999998,50710.0,,442.07714999999996
390,351,2020-01-17 05:00:00,Preventivo,3219.24,26,Planta Norte,Motor,GE,Z300,1847,6908,,122.97,3.5949999999999998,50710.0,104.0,442.07714999999996
577,351,2020-01-25 00:00:00,Correctivo,4336.33,7,Planta Este,Motor,GE,Z300,1847,6908,,122.97,3.5949999999999998,50710.0,187.0,442.07714999999996
1017,351,2020-02-12 08:00:00,Correctivo,5983.07,8,Planta Sur,Motor,GE,Z300,1847,6908,,122.97,3.5949999999999998,50710.0,440.0,442.07714999999996
1877,351,2020-03-19 04:00:00,Correctivo,2741.04,31,Planta Oeste,Motor,GE,Z300,1847,6908,,122.97,3.5949999999999998,50710.0,860.0,442.07714999999996
2042,351,2020-03-26 01:00:00,Preventivo,4502.73,8,Planta Oeste,Motor,GE,Z300,1847,6908,,122.97,3.5949999999999998,50710.0,165.0,442.07714999999996
3460,351,2020-05-24 03:00:00,Correctivo,3303.61,32,Planta Sur,Motor,GE,Z300,1847,6908,,122.97,3.5949999999999998,50710.0,1418.0,442.07714999999996
3755,351,2020-06-05 10:00:00,Correctivo,3820.79,26,Planta Este,Motor,GE,Z300,1847,6908,,122.97,3.5949999999999998,50710.0,295.0,442.07714999999996
